,Nome,Sobrenome,Data de Nascimento,Loja,Produto,Data,Quantidade Vendida,Preco,Faturamento,Mes_Vendas,Mes_Vendas_Num
1128,Breno,Amaral,26/12/1993,Salvador,Tenis,2018-11-27,52,110,5720,Novembro,11
1080,Eduarda,Figueiredo,13/03/1987,Salvador,Casaco,2018-11-18,140,190,26600,Novembro,11
1081,Joyce,Ribas,20/12/1985,Salvador,Sapato,2018-11-18,99,55,5445,Novembro,11
1079,Breno,Amaral,17/09/1992,Curitiba,Camiseta,2018-11-18,137,250,34250,Novembro,11
1082,Elizeu,Barros,17/09/1993,Porto Alegre,Vestido,2018-11-18,132,25,3300,Novembro,11
1083,Iago,Bensdorp,16/08/1986,Curitiba,Pulseira,2018-11-18,55,25,1375,Novembro,11
1084,Emanuella,Fialho,08/09/1992,Brasilia,Casaco,2018-11-18,14,25,350,Novembro,11
1131,Andrew,Carvalhal,16/11/1991,Sao Paulo,Short,2018-11-28,74,250,18500,Novembro,11
1132,Andrew,Carvalhal,23/05/1993,Porto Alegre,Sandalia,2018-11-28,72,150,10800,Novembro,11
1133,Joyce,Ribas,20/06/1991,Salvador,Casaco,2018-11-28,62,55,3410,Novembro,11
1134,Breno,Amaral,06/08/1990,Brasilia,Bermuda,2018-11-28,43,75,3225,Novembro,11
1135,Breno,Amaral,10/05/1988,Curitiba,Vestido,2018-11-28,10,200,2000,Novembro,11
1136,Juliane,Felipi,31/05/1989,Fortaleza,Saia,2018-11-28,2,110,220,Novembro,11
1073,Elizeu,Barros,20/05/1987,Fortaleza,Camiseta,2018-11-16,136,150,20400,Novembro,11
1074,Eduarda,Figueiredo,21/02/1988,Rio de Janeiro,Sapato,2018-11-16,104,150,15600,Novembro,11
1077,Breno,Amaral,13/08/1989,Brasilia,Short,2018-11-16,86,55,4730,Novembro,11
1085,Maryanna,Correa,30/09/1991,Porto Alegre,Saia,2018-11-19,86,190,16340,Novembro,11
1118,Izabel,Milagre,30/04/1986,Fortaleza,Vestido,2018-11-25,88,200,17600,Novembro,11
529,Iago,Bensdorp,22/05/1993,Fortaleza,Casaco,2018-11-06,4,85,340,Novembro,11
1108,Jucelia,Bailly,26/02/1989,Fortaleza,Vestido,2018-11-23,145,85,12325,Novembro,11
1053,Eduarda,Figueiredo,29/12/1986,Brasilia,Casaco,2018-11-11,106,85,9010,Novembro,11
1054,Maryanna,Correa,29/10/1985,Fortaleza,Saia,2018-11-11,128,30,3840,Novembro,11
906,Juliane,Felipi,08/08/1991,Fortaleza,Saia,2018-11-09,57,30,1710,Novembro,11
907,NatÃ¡lia,Huon,27/05/1993,Brasilia,Saia,2018-11-09,9,30,270,Novembro,11
905,Tayna,Coimbra,23/07/1993,Salvador,Tenis,2018-11-09,93,30,2790,Novembro,11
904,NatÃ¡lia,Huon,11/04/1989,Sao Paulo,Casaco,2018-11-09,100,300,30000,Novembro,11
763,Eduarda,Figueiredo,11/04/1987,Fortaleza,Sapato,2018-11-08,17,110,1870,Novembro,11
764,Jucelia,Bailly,17/09/1993,Salvador,Short,2018-11-08,29,30,870,Novembro,11
663,Jucelia,Bailly,08/08/1987,Sao Paulo,Sandalia,2018-11-07,100,75,7500,Novembro,11
662,Joyce,Ribas,15/01/1989,Brasilia,Camiseta,2018-11-07,53,190,10070,Novembro,11
664,Jucelia,Bailly,27/04/1992,Brasilia,Camiseta,2018-11-07,52,75,3900,Novembro,11
665,Jucelia,Bailly,06/10/1992,Porto Alegre,Casaco,2018-11-07,6,300,1800,Novembro,11
666,Maryanna,Correa,30/09/1992,Porto Alegre,Casaco,2018-11-07,12,55,660,Novembro,11
1087,Patricia,Camara,04/04/1986,Curitiba,Vestido,2018-11-19,65,75,4875,Novembro,11
528,Iago,Bensdorp,14/09/1985,Fortaleza,Sapato,2018-11-06,113,75,8475,Novembro,11
527,Elizeu,Barros,28/02/1992,Salvador,Casaco,2018-11-06,111,230,25530,Novembro,11
1110,Iago,Bensdorp,26/07/1986,Brasilia,Casaco,2018-11-23,28,150,4200,Novembro,11
1109,Maryanna,Correa,03/07/1992,Curitiba,Pulseira,2018-11-23,36,300,10800,Novembro,11
1111,Jucelia,Bailly,01/09/1990,Rio de Janeiro,Vestido,2018-11-23,33,55,1815,Novembro,11
1112,Joyce,Ribas,04/09/1992,Rio de Janeiro,Vestido,2018-11-23,52,25,1300,Novembro,11
1094,Joyce,Ribas,03/10/1987,Porto Alegre,Vestido,2018-11-21,70,300,21000,Novembro,11
1096,Patricia,Camara,06/08/1992,Fortaleza,Camiseta,2018-11-21,43,300,12900,Novembro,11
1092,Iago,Bensdorp,08/09/1989,Fortaleza,Vestido,2018-11-21,123,250,30750,Novembro,11
1097,Eduarda,Figueiredo,09/03/1986,Curitiba,Sapato,2018-11-21,41,250,10250,Novembro,11
1103,Andrew,Carvalhal,05/03/1990,Sao Paulo,Jaqueta,2018-11-21,19,25,475,Novembro,11
1102,Andrew,Carvalhal,17/02/1992,Porto Alegre,Camiseta,2018-11-21,15,55,825,Novembro,11
1099,Patricia,Camara,16/12/1989,Salvador,Sapato,2018-11-21,127,30,3810,Novembro,11
1093,NatÃ¡lia,Huon,30/07/1992,Fortaleza,Vestido,2018-11-21,91,250,22750,Novembro,11
379,Andrew,Carvalhal,23/07/1992,Salvador,Pulseira,2018-11-04,41,300,12300,Novembro,11
1100,Iago,Bensdorp,16/07/1988,Curitiba,Camiseta,2018-11-21,53,30,1590,Novembro,11
1137,Maryanna,Correa,22/03/1989,Fortaleza,Short,2018-11-29,32,75,2400,Novembro,11
1187,Juliane,Felipi,16/08/1991,Rio de Janeiro,Saia,2018-11-12,6,75,450,Novembro,11
1185,Elizeu,Barros,22/04/1987,Brasilia,Camiseta,2018-11-12,94,85,7990,Novembro,11
1184,Jucelia,Bailly,27/07/1988,Brasilia,Camiseta,2018-11-12,97,230,22310,Novembro,11
1186,Joyce,Ribas,19/03/1991,Curitiba,Casaco,2018-11-12,71,25,1775,Novembro,11
1055,NatÃ¡lia,Huon,22/10/1989,Porto Alegre,Vestido,2018-11-11,13,75,975,Novembro,11
1052,NatÃ¡lia,Huon,12/09/1993,Rio de Janeiro,Casaco,2018-11-11,59,300,17700,Novembro,11
1107,Joyce,Ribas,01/07/1992,Curitiba,Vestido,2018-11-23,85,300,25500,Novembro,11
1101,Breno,Amaral,25/07/1985,Porto Alegre,Sapato,2018-11-21,15,75,1125,Novembro,11
380,Patricia,Camara,04/11/1992,Curitiba,Camiseta,2018-11-04,38,230,8740,Novembro,11
381,Emanuella,Fialho,12/03/1991,Brasilia,Saia,2018-11-04,45,190,8550,Novembro,11
382,Jucelia,Bailly,14/05/1987,Curitiba,Vestido,2018-11-04,109,55,5995,Novembro,11
1091,Breno,Amaral,18/12/1992,Salvador,Sapato,2018-11-20,88,25,2200,Novembro,11
1090,Izabel,Milagre,07/02/1986,Brasilia,Vestido,2018-11-20,81,250,20250,Novembro,11
1089,Jucelia,Bailly,20/10/1987,Porto Alegre,Sapato,2018-11-20,140,200,28000,Novembro,11
1121,Jucelia,Bailly,11/08/1988,Curitiba,Vestido,2018-11-25,67,85,5695,Novembro,11
1120,Andrew,Carvalhal,31/08/1991,Porto Alegre,Chinelo,2018-11-25,37,200,7400,Novembro,11
1117,Tayna,Coimbra,24/01/1991,Sao Paulo,Vestido,2018-11-25,133,300,39900,Novembro,11
1122,Jucelia,Bailly,29/12/1993,Salvador,Vestido,2018-11-25,55,75,4125,Novembro,11
1124,Breno,Amaral,02/03/1992,Rio de Janeiro,Camiseta,2018-11-25,92,30,2760,Novembro,11
1104,Andrew,Carvalhal,05/09/1992,Porto Alegre,Casaco,2018-11-22,46,250,11500,Novembro,11
1119,NatÃ¡lia,Huon,24/11/1992,Sao Paulo,Sapato,2018-11-25,89,150,13350,Novembro,11
1126,Elizeu,Barros,07/07/1991,Fortaleza,Short,2018-11-26,85,200,17000,Novembro,11
1125,Paloma,Farias,26/08/1990,Fortaleza,Casaco,2018-11-26,94,190,17860,Novembro,11
1127,Eduarda,Figueiredo,14/07/1992,Fortaleza,Sapato,2018-11-26,28,25,700,Novembro,11
1068,Eduarda,Figueiredo,08/08/1988,Fortaleza,Camiseta,2018-11-14,18,110,1980,Novembro,11
1067,Joyce,Ribas,25/05/1988,Salvador,Casaco,2018-11-14,27,75,2025,Novembro,11
1066,Breno,Amaral,06/11/1991,Porto Alegre,Saia,2018-11-14,35,250,8750,Novembro,11
1065,Andrew,Carvalhal,08/06/1987,Rio de Janeiro,Sapato,2018-11-14,54,190,10260,Novembro,11
1064,Andrew,Carvalhal,30/12/1985,Rio de Janeiro,Saia,2018-11-14,140,150,21000,Novembro,11
1123,Breno,Amaral,08/09/1992,Rio de Janeiro,Tenis,2018-11-25,117,30,3510,Novembro,11
1098,Jucelia,Bailly,17/05/1991,Rio de Janeiro,Tenis,2018-11-21,134,55,7370,Novembro,11
1105,Patricia,Camara,08/11/1988,Fortaleza,Saia,2018-11-22,115,75,8625,Novembro,11
1138,Patricia,Camara,14/05/1985,Salvador,Vestido,2018-11-30,104,30,3120,Novembro,11
383,Joyce,Ribas,09/12/1987,Porto Alegre,Vestido,2018-11-04,15,85,1275,Novembro,11
378,Maryanna,Correa,30/11/1989,Fortaleza,Short,2018-11-04,124,300,37200,Novembro,11
231,Juliane,Felipi,01/11/1992,Porto Alegre,Pulseira,2018-11-03,52,25,1300,Novembro,11
230,Paloma,Farias,12/10/1987,Salvador,Sandalia,2018-11-03,46,200,9200,Novembro,11
1116,Paloma,Farias,21/12/1990,Porto Alegre,Vestido,2018-11-24,145,30,4350,Novembro,11
1114,Izabel,Milagre,15/08/1989,Curitiba,Short,2018-11-24,109,75,8175,Novembro,11
1113,Jucelia,Bailly,06/03/1988,Rio de Janeiro,Vestido,2018-11-24,142,150,21300,Novembro,11
1115,Patricia,Camara,18/08/1989,Salvador,Pulseira,2018-11-24,90,75,6750,Novembro,11
1106,Paloma,Farias,12/01/1986,Fortaleza,Saia,2018-11-22,7,55,385,Novembro,11
1060,Eduarda,Figueiredo,01/12/1989,Sao Paulo,Sapato,2018-11-13,49,300,14700,Novembro,11
36,Paloma,Farias,13/08/1992,Fortaleza,Vestido,2018-11-01,42,75,3150,Novembro,11
35,Emanuella,Fialho,24/01/1987,Curitiba,Vestido,2018-11-01,42,200,8400,Novembro,11
1061,Emanuella,Fialho,26/09/1990,Brasilia,Vestido,2018-11-13,105,110,11550,Novembro,11
1059,Andrew,Carvalhal,09/11/1990,Sao Paulo,Casaco,2018-11-13,95,200,19000,Novembro,11
1063,Maryanna,Correa,11/05/1990,Curitiba,Casaco,2018-11-13,9,85,765,Novembro,11
1062,Andrew,Carvalhal,21/10/1992,Curitiba,Sandalia,2018-11-13,101,25,2525,Novembro,11
1140,Maryanna,Correa,10/03/1990,Fortaleza,Sapato,2018-11-30,13,75,975,Novembro,11
1139,Elizeu,Barros,02/06/1992,Curitiba,Sapato,2018-11-30,112,25,2800,Novembro,11
229,Izabel,Milagre,26/09/1992,Brasilia,Vestido,2018-11-03,135,230,31050,Novembro,11
1095,Andrew,Carvalhal,10/06/1987,Sao Paulo,Sandalia,2018-11-21,57,230,13110,Novembro,11
1284,Maryanna,Correa,29/11/1992,Rio de Janeiro,Casaco,2018-12-30,28,30,840,Dezembro,12
1277,Izabel,Milagre,09/01/1985,Curitiba,Camiseta,2018-12-29,66,55,3630,Dezembro,12
1280,Iago,Bensdorp,13/01/1986,Sao Paulo,Bermuda,2018-12-29,60,25,1500,Dezembro,12
1278,Jucelia,Bailly,30/11/1988,Rio de Janeiro,Vestido,2018-12-29,110,30,3300,Dezembro,12
1283,Jucelia,Bailly,30/06/1990,Rio de Janeiro,Sapato,2018-12-30,61,25,1525,Dezembro,12
1282,Joyce,Ribas,31/03/1985,Brasilia,Sapato,2018-12-30,121,85,10285,Dezembro,12
1281,Izabel,Milagre,21/01/1989,Curitiba,Casaco,2018-12-30,88,230,20240,Dezembro,12
1279,Paloma,Farias,29/01/1990,Salvador,Vestido,2018-12-29,32,85,2720,Dezembro,12
1276,Andrew,Carvalhal,28/02/1986,Curitiba,Vestido,2018-12-29,45,300,13500,Dezembro,12
1214,Eduarda,Figueiredo,20/12/1993,Fortaleza,Casaco,2018-12-16,67,230,15410,Dezembro,12
1272,Patricia,Camara,30/12/1993,Fortaleza,Sapato,2018-12-28,31,110,3410,Dezembro,12
1228,Paloma,Farias,17/07/1990,Rio de Janeiro,Saia,2018-12-19,16,190,3040,Dezembro,12
1227,Elizeu,Barros,03/01/1991,Curitiba,Vestido,2018-12-19,81,110,8910,Dezembro,12
1225,Paloma,Farias,10/10/1987,Brasilia,Tenis,2018-12-19,129,190,24510,Dezembro,12
1229,Andrew,Carvalhal,16/11/1985,Porto Alegre,Chinelo,2018-12-20,94,110,10340,Dezembro,12
1232,Joyce,Ribas,28/06/1988,Curitiba,Tenis,2018-12-20,121,30,3630,Dezembro,12
1231,Joyce,Ribas,02/12/1993,Rio de Janeiro,Pulseira,2018-12-20,68,55,3740,Dezembro,12
1230,Izabel,Milagre,18/08/1988,Fortaleza,Tenis,2018-12-20,143,30,4290,Dezembro,12
1191,Emanuella,Fialho,27/06/1992,Fortaleza,Camiseta,2018-12-13,66,250,16500,Dezembro,12
1192,Joyce,Ribas,13/08/1985,Brasilia,Sapato,2018-12-13,125,55,6875,Dezembro,12
1193,Emanuella,Fialho,17/04/1990,Fortaleza,Short,2018-12-13,115,55,6325,Dezembro,12
1237,Andrew,Carvalhal,23/06/1990,Salvador,Sandalia,2018-12-21,43,55,2365,Dezembro,12
1236,Elizeu,Barros,13/12/1992,Rio de Janeiro,Saia,2018-12-21,20,300,6000,Dezembro,12
1235,Izabel,Milagre,22/10/1987,Fortaleza,Pulseira,2018-12-21,62,250,15500,Dezembro,12
1234,Iago,Bensdorp,07/03/1993,Porto Alegre,Vestido,2018-12-21,103,250,25750,Dezembro,12
1233,Breno,Amaral,26/05/1987,Porto Alegre,Sapato,2018-12-21,138,200,27600,Dezembro,12
1238,Elizeu,Barros,10/07/1988,Brasilia,Vestido,2018-12-21,78,30,2340,Dezembro,12
1188,NatÃ¡lia,Huon,17/08/1992,Sao Paulo,Vestido,2018-12-12,92,230,21160,Dezembro,12
1189,Joyce,Ribas,05/05/1992,Brasilia,Sandalia,2018-12-12,97,75,7275,Dezembro,12
1190,Elizeu,Barros,16/03/1989,Curitiba,Bermuda,2018-12-12,17,230,3910,Dezembro,12
1057,Maryanna,Correa,06/11/1991,Sao Paulo,Casaco,2018-12-11,66,230,15180,Dezembro,12
1058,Emanuella,Fialho,17/10/1993,Salvador,Short,2018-12-11,77,30,2310,Dezembro,12
1056,Joyce,Ribas,08/10/1988,Salvador,Sapato,2018-12-11,75,250,18750,Dezembro,12
910,Elizeu,Barros,30/10/1991,Salvador,Camiseta,2018-12-09,60,110,6600,Dezembro,12
909,Maryanna,Correa,24/10/1993,Curitiba,Sandalia,2018-12-09,56,190,10640,Dezembro,12
911,Jucelia,Bailly,22/09/1986,Porto Alegre,Pulseira,2018-12-09,92,25,2300,Dezembro,12
1226,Patricia,Camara,01/06/1990,Brasilia,Casaco,2018-12-19,144,110,15840,Dezembro,12
1194,Breno,Amaral,24/12/1992,Sao Paulo,Vestido,2018-12-14,134,230,30820,Dezembro,12
1201,Jucelia,Bailly,01/07/1988,Fortaleza,Vestido,2018-12-14,56,30,1680,Dezembro,12
1195,Andrew,Carvalhal,12/11/1991,Sao Paulo,Saia,2018-12-14,146,200,29200,Dezembro,12
1215,Maryanna,Correa,17/10/1992,Fortaleza,Vestido,2018-12-16,89,110,9790,Dezembro,12
1216,Elizeu,Barros,03/02/1989,Brasilia,Tenis,2018-12-16,21,230,4830,Dezembro,12
1217,NatÃ¡lia,Huon,06/05/1985,Brasilia,Sapato,2018-12-16,30,30,900,Dezembro,12
1219,Andrew,Carvalhal,13/12/1990,Porto Alegre,Tenis,2018-12-17,25,300,7500,Dezembro,12
1218,Elizeu,Barros,18/08/1990,Fortaleza,Vestido,2018-12-17,118,300,35400,Dezembro,12
1221,Breno,Amaral,03/08/1993,Rio de Janeiro,Sapato,2018-12-17,15,110,1650,Dezembro,12
1220,Joyce,Ribas,11/04/1991,Curitiba,Sapato,2018-12-17,39,190,7410,Dezembro,12
1209,Patricia,Camara,11/10/1985,Porto Alegre,Vestido,2018-12-15,92,30,2760,Dezembro,12
1206,Elizeu,Barros,29/10/1987,Brasilia,Sapato,2018-12-15,56,75,4200,Dezembro,12
1205,Jucelia,Bailly,13/03/1992,Curitiba,Tenis,2018-12-15,26,230,5980,Dezembro,12
1204,Andrew,Carvalhal,16/06/1987,Rio de Janeiro,Vestido,2018-12-15,116,110,12760,Dezembro,12
1203,Elizeu,Barros,14/06/1985,Rio de Janeiro,Casaco,2018-12-15,137,200,27400,Dezembro,12
912,Andrew,Carvalhal,13/02/1992,Curitiba,Camiseta,2018-12-09,48,25,1200,Dezembro,12
1202,Juliane,Felipi,14/09/1987,Brasilia,Tenis,2018-12-15,96,300,28800,Dezembro,12
1207,Patricia,Camara,20/04/1985,Sao Paulo,Vestido,2018-12-15,148,25,3700,Dezembro,12
1210,Jucelia,Bailly,17/06/1985,Rio de Janeiro,Sapato,2018-12-15,78,30,2340,Dezembro,12
1211,Emanuella,Fialho,03/03/1987,Salvador,Vestido,2018-12-15,10,85,850,Dezembro,12
1212,Eduarda,Figueiredo,27/12/1992,Brasilia,Casaco,2018-12-15,15,25,375,Dezembro,12
1224,Izabel,Milagre,13/06/1992,Porto Alegre,Casaco,2018-12-18,141,30,4230,Dezembro,12
1223,Joyce,Ribas,24/01/1992,Brasilia,Casaco,2018-12-18,39,190,7410,Dezembro,12
1222,Jucelia,Bailly,31/12/1987,Sao Paulo,Sapato,2018-12-18,138,300,41400,Dezembro,12
1197,NatÃ¡lia,Huon,21/07/1986,Porto Alegre,Casaco,2018-12-14,146,110,16060,Dezembro,12
1200,Elizeu,Barros,03/05/1992,Fortaleza,Vestido,2018-12-14,119,25,2975,Dezembro,12
1198,Jucelia,Bailly,09/09/1987,Porto Alegre,Sapato,2018-12-14,31,300,9300,Dezembro,12
1199,Patricia,Camara,30/09/1992,Porto Alegre,Saia,2018-12-14,104,85,8840,Dezembro,12
1196,NatÃ¡lia,Huon,05/04/1992,Sao Paulo,Jaqueta,2018-12-14,112,150,16800,Dezembro,12
1208,Breno,Amaral,29/01/1988,Rio de Janeiro,Saia,2018-12-15,37,75,2775,Dezembro,12
908,Jucelia,Bailly,18/06/1990,Curitiba,Vestido,2018-12-09,104,190,19760,Dezembro,12
765,Paloma,Farias,30/06/1986,Rio de Janeiro,Jaqueta,2018-12-08,83,200,16600,Dezembro,12
766,Joyce,Ribas,01/05/1988,Curitiba,Sapato,2018-12-08,93,150,13950,Dezembro,12
1248,Izabel,Milagre,30/11/1990,Rio de Janeiro,Camiseta,2018-12-23,72,250,18000,Dezembro,12
1213,NatÃ¡lia,Huon,31/08/1988,Brasilia,Jaqueta,2018-12-16,107,300,32100,Dezembro,12
1252,Eduarda,Figueiredo,29/04/1988,Curitiba,Casaco,2018-12-24,85,110,9350,Dezembro,12
1253,Jucelia,Bailly,23/01/1991,Fortaleza,Vestido,2018-12-24,122,55,6710,Dezembro,12
1255,Paloma,Farias,01/01/1989,Curitiba,Sapato,2018-12-24,29,55,1595,Dezembro,12
1250,Juliane,Felipi,17/08/1986,Brasilia,Bermuda,2018-12-24,150,190,28500,Dezembro,12
1254,Iago,Bensdorp,16/03/1988,Curitiba,Camiseta,2018-12-24,75,25,1875,Dezembro,12
1251,Tayna,Coimbra,13/11/1993,Fortaleza,Casaco,2018-12-24,86,300,25800,Dezembro,12
1256,Patricia,Camara,17/09/1990,Curitiba,Short,2018-12-25,27,300,8100,Dezembro,12
1257,Emanuella,Fialho,21/05/1986,Salvador,Pulseira,2018-12-25,25,190,4750,Dezembro,12
1258,Jucelia,Bailly,08/09/1987,Fortaleza,Sapato,2018-12-25,2,300,600,Dezembro,12
1259,Juliane,Felipi,23/08/1985,Fortaleza,Vestido,2018-12-26,137,190,26030,Dezembro,12
1249,Izabel,Milagre,10/01/1990,Sao Paulo,Pulseira,2018-12-23,62,110,6820,Dezembro,12
1260,Eduarda,Figueiredo,13/01/1985,Brasilia,Casaco,2018-12-26,59,230,13570,Dezembro,12
1262,Jucelia,Bailly,17/07/1988,Salvador,Casaco,2018-12-26,45,200,9000,Dezembro,12
1263,Jucelia,Bailly,16/05/1986,Brasilia,Short,2018-12-26,11,230,2530,Dezembro,12
1264,Emanuella,Fialho,26/03/1985,Sao Paulo,Bermuda,2018-12-26,14,150,2100,Dezembro,12
1265,Jucelia,Bailly,21/07/1990,Porto Alegre,Casaco,2018-12-27,132,150,19800,Dezembro,12
1270,Jucelia,Bailly,03/02/1986,Salvador,Vestido,2018-12-27,76,25,1900,Dezembro,12
1269,Iago,Bensdorp,21/12/1989,Sao Paulo,Tenis,2018-12-27,80,30,2400,Dezembro,12
1268,Elizeu,Barros,01/05/1990,Sao Paulo,Tenis,2018-12-27,81,110,8910,Dezembro,12
1267,Iago,Bensdorp,07/02/1991,Fortaleza,Casaco,2018-12-27,55,250,13750,Dezembro,12
1266,NatÃ¡lia,Huon,06/10/1989,Rio de Janeiro,Sandalia,2018-12-27,124,150,18600,Dezembro,12
1271,Paloma,Farias,26/09/1986,Fortaleza,Sapato,2018-12-28,127,300,38100,Dezembro,12
1273,Maryanna,Correa,28/09/1987,Rio de Janeiro,Sandalia,2018-12-28,105,25,2625,Dezembro,12
1274,Breno,Amaral,25/09/1992,Curitiba,Vestido,2018-12-28,13,150,1950,Dezembro,12
1261,Jucelia,Bailly,25/10/1991,Sao Paulo,Sandalia,2018-12-26,111,85,9435,Dezembro,12
1275,Izabel,Milagre,03/08/1988,Sao Paulo,Sandalia,2018-12-28,7,55,385,Dezembro,12
234,Juliane,Felipi,05/05/1985,Porto Alegre,Casaco,2018-12-03,30,75,2250,Dezembro,12
235,Maryanna,Correa,30/07/1993,Brasilia,Sapato,2018-12-03,64,25,1600,Dezembro,12
767,Andrew,Carvalhal,28/08/1991,Salvador,Sapato,2018-12-08,9,300,2700,Dezembro,12
672,Emanuella,Fialho,04/11/1987,Salvador,Casaco,2018-12-07,94,30,2820,Dezembro,12
1244,Maryanna,Correa,26/01/1991,Curitiba,Jaqueta,2018-12-22,71,30,2130,Dezembro,12
1245,Iago,Bensdorp,10/06/1993,Brasilia,Vestido,2018-12-22,6,190,1140,Dezembro,12
1246,Patricia,Camara,21/11/1990,Curitiba,Bermuda,2018-12-22,43,25,1075,Dezembro,12
1247,Maryanna,Correa,30/09/1988,Salvador,Casaco,2018-12-22,12,25,300,Dezembro,12
1239,Izabel,Milagre,31/10/1988,Brasilia,Camiseta,2018-12-22,109,150,16350,Dezembro,12
1240,Eduarda,Figueiredo,16/12/1986,Salvador,Vestido,2018-12-22,39,200,7800,Dezembro,12
1241,Emanuella,Fialho,23/10/1989,Brasilia,Vestido,2018-12-22,63,75,4725,Dezembro,12
1242,Maryanna,Correa,15/06/1988,Sao Paulo,Sapato,2018-12-22,33,110,3630,Dezembro,12
1243,Maryanna,Correa,13/06/1990,Salvador,Vestido,2018-12-22,45,55,2475,Dezembro,12
667,Eduarda,Figueiredo,24/07/1987,Rio de Janeiro,Sandalia,2018-12-07,124,75,9300,Dezembro,12
236,Tayna,Coimbra,05/10/1991,Curitiba,Chinelo,2018-12-03,23,25,575,Dezembro,12
668,Emanuella,Fialho,05/07/1985,Rio de Janeiro,Casaco,2018-12-07,101,75,7575,Dezembro,12
670,Andrew,Carvalhal,12/12/1991,Curitiba,Camiseta,2018-12-07,34,150,5100,Dezembro,12
671,Izabel,Milagre,30/01/1985,Rio de Janeiro,Bermuda,2018-12-07,67,55,3685,Dezembro,12
530,Juliane,Felipi,13/08/1985,Rio de Janeiro,Camiseta,2018-12-06,81,300,24300,Dezembro,12
531,Patricia,Camara,19/02/1989,Brasilia,Sapato,2018-12-06,87,190,16530,Dezembro,12
532,Breno,Amaral,01/05/1990,Sao Paulo,Sapato,2018-12-06,107,110,11770,Dezembro,12
533,Jucelia,Bailly,09/09/1987,Curitiba,Sandalia,2018-12-06,127,25,3175,Dezembro,12
386,Juliane,Felipi,13/05/1990,Porto Alegre,Camiseta,2018-12-04,120,25,3000,Dezembro,12
385,Breno,Amaral,11/12/1986,Curitiba,Tenis,2018-12-04,63,110,6930,Dezembro,12
387,Joyce,Ribas,24/03/1987,Fortaleza,Sandalia,2018-12-04,3,250,750,Dezembro,12
384,Emanuella,Fialho,14/09/1991,Sao Paulo,Camiseta,2018-12-04,47,190,8930,Dezembro,12
232,Juliane,Felipi,03/03/1991,Porto Alegre,Vestido,2018-12-03,73,300,21900,Dezembro,12
233,Andrew,Carvalhal,15/07/1992,Fortaleza,Vestido,2018-12-03,13,250,3250,Dezembro,12
669,Paloma,Farias,22/02/1986,Curitiba,Camiseta,2018-12-07,29,230,6670,Dezembro,12
1285,Eduarda,Figueiredo,06/05/1992,Salvador,Sapato,2018-12-31,31,30,930,Dezembro,12
